Wavelength_Angstroms MKO_NSFCam MMT_SWIRC Paranal_VISTA Subaru_MOIRCS UKIRT_WFCAM LCO_FourStar LaSilla_SOFI GROND_JBand
10320.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10330.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10340.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10350.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10360.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10370.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10380.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10390.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10400.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10410.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10420.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10430.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10440.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10450.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10460.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10470.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10480.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10490.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10500.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10510.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10520.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10530.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10540.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10550.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10560.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10570.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10580.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10590.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
10600.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001
10610.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001
10620.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001
10630.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001
10640.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001
10650.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002
10660.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002
10670.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002
10680.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003
10690.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003
10700.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004
10710.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005
10720.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005
10730.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006
10735.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007
10736.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007
10737.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007
10738.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007
10739.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007
10740.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007
10741.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000007
10742.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000007
10743.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000007
10744.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000008
10745.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000008
10746.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000008
10748.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000008
10749.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000008
10750.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000008
10750.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000008
10751.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000008
10752.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000008
10753.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000009
10755.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000009
10756.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000009
10757.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000008 0.000009
10758.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000009
10759.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000009
10760.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000009
10760.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000009
10761.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000008 0.000010
10763.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000010
10764.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000010
10765.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000010
10766.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000010
10767.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000010
10768.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000010
10770.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000011
10770.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000011
10771.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000011
10772.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000011
10773.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000011
10774.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000004 0.000011
10775.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000011
10777.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000012
10778.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000012
10779.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000012
10780.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000012
10780.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000012
10781.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000008 0.000012
10782.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000009 0.000012
10784.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000013
10785.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000015 0.000013
10786.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000016 0.000013
10787.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000016 0.000013
10788.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000015 0.000013
10789.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000013 0.000014
10790.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000013 0.000014
10791.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000014
10792.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000008 0.000014
10793.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000014
10794.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000015
10795.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000015
10796.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000015
10798.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000015
10799.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000015
10800.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000016
10800.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000016
10801.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000016
10802.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000016
10803.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000016
10805.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000016
10806.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000017
10807.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000017
10808.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000017
10809.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000017
10810.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000017
10810.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000018
10812.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000018
10813.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000018
10814.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000018
10815.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000019
10816.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000019
10817.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000019
10819.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000020
10820.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000020
10820.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000020
10821.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000020
10822.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000020
10823.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000021
10824.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000013 0.000021
10826.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000015 0.000021
10827.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000015 0.000022
10828.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000015 0.000022
10829.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000014 0.000022
10830.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000013 0.000022
10830.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000022
10831.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000023
10833.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000023
10834.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000023
10835.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000008 0.000024
10836.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000008 0.000024
10837.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000008 0.000024
10838.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000009 0.000025
10840.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000025
10840.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000025
10841.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000014 0.000025
10842.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000015 0.000026
10843.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000016 0.000026
10844.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000017 0.000026
10846.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000020 0.000027
10847.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000022 0.000027
10848.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000024 0.000027
10849.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000023 0.000028
10850.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000022 0.000028
10850.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000022 0.000028
10851.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000020 0.000029
10853.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000021 0.000029
10854.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000022 0.000029
10855.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000023 0.000030
10856.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000024 0.000030
10857.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000025 0.000030
10858.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000026 0.000031
10860.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000029 0.000031
10860.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000029 0.000031
10861.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000030 0.000032
10862.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000030 0.000032
10863.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000028 0.000032
10864.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000026 0.000033
10866.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000025 0.000033
10867.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000025 0.000034
10868.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000025 0.000034
10869.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000025 0.000034
10870.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000026 0.000035
10870.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000026 0.000035
10871.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000028 0.000035
10873.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000030 0.000036
10874.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000032 0.000036
10875.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000034 0.000037
10876.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000034 0.000037
10877.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000033 0.000037
10879.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000032 0.000038
10880.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000032 0.000038
10880.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000032 0.000038
10881.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000032 0.000039
10882.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000034 0.000039
10883.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000035 0.000040
10884.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000037 0.000040
10886.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000038 0.000041
10887.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000038 0.000041
10888.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000037 0.000042
10889.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000037 0.000042
10890.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.000042
10890.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.000043
10892.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.000043
10893.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.000044
10894.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.000044
10895.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000037 0.000045
10895.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000038 0.000045
10896.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000039 0.000045
10896.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000040 0.000045
10897.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000040 0.000045
10898.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000042 0.000046
10899.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000042 0.000046
10899.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000042 0.000046
10900.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000041 0.000047
10900.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000040 0.000047
10901.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000038 0.000048
10902.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000037 0.000048
10903.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000038 0.000049
10905.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000041 0.000049
10906.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000044 0.000050
10907.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000046 0.000050
10908.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000048 0.000051
10909.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000050 0.000051
10910.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000051 0.000051
10911.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000053 0.000052
10912.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000056 0.000053
10913.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000058 0.000053
10914.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000058 0.000054
10915.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000059 0.000054
10917.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000059 0.000055
10918.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000059 0.000056
10919.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000061 0.000056
10920.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000061 0.000056
10920.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000062 0.000057
10921.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000064 0.000057
10923.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000065 0.000058
10924.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000066 0.000059
10925.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000065 0.000059
10926.600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000064 0.000060
10927.800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000063 0.000061
10929.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000063 0.000061
10930.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000064 0.000062
10930.200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000064 0.000062
10931.400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000066 0.000063
10932.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000067 0.000063
10933.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000068 0.000064
10934.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000070 0.000065
10936.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000071 0.000065
10937.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000072 0.000066
10938.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000071 0.000067
10939.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000071 0.000067
10940.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000071 0.000067
10940.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000072 0.000068
10942.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000074 0.000069
10943.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000077 0.000069
10944.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000080 0.000070
10945.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000083 0.000071
10946.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000085 0.000071
10948.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000088 0.000072
10949.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000093 0.000073
10950.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000095 0.000073
10950.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000097 0.000073
10951.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000100 0.000074
10952.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000100 0.000075
10954.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000099 0.000076
10955.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000097 0.000076
10956.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000096 0.000077
10957.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000095 0.000078
10958.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000096 0.000079
10960.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000098 0.000079
10960.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000098 0.000079
10961.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000101 0.000080
10962.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000102 0.000081
10963.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000101 0.000082
10964.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000100 0.000082
10966.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000100 0.000083
10967.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000102 0.000084
10968.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000105 0.000085
10969.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000109 0.000086
10970.000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000110 0.000086
10970.900 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000112 0.000086
10972.100 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000115 0.000087
10973.300 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000117 0.000088
10974.500 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000118 0.000089
10975.700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000119 0.000089
